Time;Value;Filtered
20:25;11,22222222;11,85777042
20:25;4,222222222;5,277964191
20:26;10,22222222;9,121947023
20:26;-24,77777778;-14,55179282
20:27;18,22222222;15,28754469
20:27;56,22222222;53,26583703
20:28;-12,77777778;-8,919886041
20:29;106,2222222;101,9284183
20:29;18,22222222;20,03005215
20:30;60,22222222;59,06520511
20:30;16,22222222;18,65852107
20:31;60,22222222;57,92662175
20:31;40,22222222;41,22519016
20:32;51,22222222;50,06300114
20:32;41,22222222;42,85361271
20:33;110,2222222;95,88611218
20:34;61,22222222;62,72933485
20:34;15,22222222;18,3437404
20:35;55,22222222;53,34912763
20:35;-11,77777778;-7,694935344
20:36;-7,777777778;-7,774634441
20:36;64,22222222;28,11431617
20:37;-10,77777778;-8,324646227
20:38;30,22222222;27,88781823
20:38;42,22222222;41,34947304
20:39;68,22222222;64,55297489
20:39;61,22222222;61,52108223
20:40;74,22222222;70,15529311
20:40;38,22222222;44,44276961
20:41;64,22222222;62,58623303
20:42;-2,777777778;4,34661837
20:42;-32,77777778;-31,30381831
20:43;46,22222222;41,44270389
20:43;77,22222222;76,06941859
20:44;12,22222222;16,25846666
20:44;55,22222222;53,71557093
20:45;93,22222222;90,89064489
20:45;51,22222222;53,58189112
20:46;2,222222222;5,267740371
20:47;47,22222222;45,24941272
20:47;39,22222222;39,55808031
20:48;17573,22222;13419,12201
20:48;17633,22222;17632,43507
20:49;17588,22222;17588,24843
20:49;17635,22222;17632,83462
20:50;17592,22222;17594,27505
20:51;17579,22222;17580,08866
20:51;17582,22222;17581,94212
20:52;17641,22222;17618,51039
20:52;17585,22222;17587,27146
20:53;17555,22222;17557,44262
20:53;17608,22222;17604,55907
20:54;17581,22222;17582,34557
20:54;17603,22222;17601,29585
20:55;17601,22222;17601,22998
20:56;17568,22222;17585,40529
20:56;17622,22222;17617,50772
20:57;17575,22222;17578,09626
20:57;17534,22222;17536,70146
20:58;17605,22222;17601,51868
20:58;17611,22222;17610,87409
20:59;17556,22222;17565,79971
21:00;17568,22222;17568,10021
21:00;17593,22222;17584,4684
21:01;17592,22222;17591,2765
21:01;17635,22222;17625,67144
21:02;17573,22222;17576,59719
21:02;17638,22222;17635,36463
21:03;17630,22222;17630,4242
21:04;17593,22222;17602,67179
21:04;17586,22222;17587,50265
21:05;17513,22222;17522,51911
21:05;17535,22222;17534,76639
21:06;17590,22222;17582,14185
21:06;17578,22222;17578,41063
21:07;17540,22222;17551,30924
21:07;17599,22222;17595,40452
21:08;17604,22222;17603,77138
21:09;17601,22222;17601,70359
21:09;17586,22222;17592,0902
21:10;17561,22222;17566,86916
21:10;17637,22222;17631,31292
21:11;17554,22222;17557,00593
21:11;17602,22222;17600,79524
21:12;17607,22222;17606,89237
21:13;17626,22222;17621,81658
21:13;17657,22222;17652,64889
21:14;17600,22222;17603,91327
21:14;17684,22222;17680,47364
21:15;17527,22222;17531,92644
21:15;17661,22222;17659,11602
21:16;17576,22222;17577,79041
21:17;17620,22222;17618,99272
21:17;17651,22222;17649,47555
21:18;17597,22222;17600,91793
21:18;17544,22222;17546,87747
21:19;17555,22222;17554,86817
21:19;17626,22222;17612,37742
21:20;17587,22222;17588,23615
21:20;17647,22222;17642,14431
21:21;17600,22222;17602,00788
21:22;17589,22222;17589,93206
21:22;17575,22222;17577,39348
21:23;17625,22222;17618,25805
21:23;17596,22222;17597,43297
21:24;17665,22222;17658,62478
21:24;17591,22222;17593,77734
21:25;17597,22222;17597,09875
21:26;17574,22222;17581,16982
21:26;17698,22222;17683,71376
21:27;17599,22222;17601,19201
21:27;17589,22222;17589,56436
21:28;17566,22222;17569,7469
21:28;17614,22222;17609,67277
21:29;17560,22222;17562,98976
21:30;17601,22222;17599,36783
21:30;17676,22222;17671,56515
21:31;17596,22222;17598,66697
21:31;17559,22222;17560,48945
21:32;17539,22222;17540,4559
21:32;17635,22222;17625,70315
21:33;17589,22222;17590,23562
21:33;17619,22222;17617,42841
21:34;17642,22222;17640,28751
21:35;17583,22222;17588,37922
21:35;17587,22222;17587,27325
21:36;17594,22222;17591,32474
21:36;17570,22222;17576,80929
21:37;17579,22222;17578,90024
21:37;17621,22222;17605,56448
21:38;17580,22222;17582,28328
21:39;17649,22222;17643,26211
21:39;17563,22222;17566,26528
21:40;17558,22222;17558,46773
21:40;17620,22222;17608,08612
21:41;17615,22222;17614,89262
21:41;17651,22222;17643,45354
21:42;17626,22222;17627,52658
21:43;17408,22222;17434,6601
21:43;16857,22222;16864,52915
21:44;80,22222222;153,1848685
21:44;30,22222222;30,24061182
21:45;27,22222222;27,281201
21:45;35,22222222;32,71259587
21:46;4092,222222;3039,588078
21:46;65180,22222;65128,63143
21:47;64430,22222;64430,25034
21:48;64553,22222;64552,78515
21:48;64462,22222;64463,9976
21:49;64528,22222;64526,50936
21:49;64569,22222;64567,63898
21:50;64629,22222;64625,87799
21:50;64578,22222;64580,11023
21:51;64673,22222;64668,62807
21:52;64543,22222;64546,57911
21:52;64585,22222;64584,46142
21:53;64516,22222;64520,20508
21:53;64582,22222;64579,97881
21:54;64745,22222;64738,83559
21:54;64558,22222;64560,97951
21:55;64621,22222;64620,39841
21:55;64611,22222;64611,57853
21:56;64569,22222;64576,93862
21:57;64572,22222;64572,52313
21:57;64587,22222;64583,25207
21:58;64650,22222;64639,10034
21:58;64601,22222;64602,78917
21:59;64576,22222;64577,83399
21:59;64585,22222;64584,60248
22:00;64642,22222;64629,75989
22:01;64604,22222;64605,50897
22:01;64655,22222;64650,95498
22:02;64597,22222;64599,89648
22:02;64705,22222;64700,51464
22:03;64680,22222;64680,70306
22:03;64621,22222;64627,22982
22:04;64649,22222;64648,27787
22:05;64667,22222;64665,39649
22:05;64626,22222;64630,69873
22:06;64657,22222;64655,53978
22:06;64698,22222;64694,6273
22:07;64652,22222;64654,63836
22:07;64695,22222;64692,95985
22:08;64657,22222;64659,29123
22:08;64648,22222;64648,94054
22:09;64715,22222;64704,31234
22:10;64709,22222;64709,01751
22:10;64559,22222;64598,22762
22:11;64674,22222;64672,57216
22:11;64665,22222;64665,45396
22:12;64641,22222;64646,25399
22:12;64734,22222;64724,93537
22:13;64658,22222;64660,2216
22:14;64680,22222;64679,50421
22:14;64737,22222;64731,25786
22:15;64669,22222;64671,96739
22:15;64677,22222;64677,01753
22:16;64674,22222;64674,92437
22:16;64705,22222;64693,50647
22:17;64653,22222;64657,67541
22:18;64688,22222;64686,33916
22:18;64586,22222;64593,69149
22:19;64705,22222;64702,36132
22:19;64648,22222;64649,4136
22:20;64671,22222;64670,28045
22:20;64693,22222;64690,99563
22:21;64666,22222;64668,65361
22:21;64633,22222;64636,4912
22:22;64711,22222;64706,1635
22:23;64677,22222;64678,19337
22:23;64640,22222;64643,10877
22:24;64696,22222;64692,89386
22:24;64715,22222;64714,20039
22:25;64714,22222;64714,22014
22:25;64697,22222;64706,11026
22:26;64666,22222;64674,67117
22:27;64789,22222;64781,24725
22:27;64676,22222;64678,57911
22:28;64681,22222;64681,16082
22:28;64703,22222;64695,89151
22:29;64735,22222;64730,01974
22:29;64651,22222;64656,2997
22:30;64714,22222;64712,37894
22:31;64692,22222;64693,04832
22:31;64679,22222;64680,64888
22:32;64740,22222;64731,53374
22:32;64707,22222;64708,31694
22:33;64653,22222;64658,12315
22:33;64816,22222;64809,03216
22:34;64574,22222;64577,99015
22:34;64896,22222;64892,85115
22:35;64934,22222;64933,89884
22:36;64864,22222;64868,00668
22:36;64914,22222;64912,58931
22:37;64884,22222;64885,65507
22:37;64868,22222;64869,59239
22:38;64854,22222;64856,06374
22:38;64799,22222;64807,01765
22:39;64827,22222;64826,28166
22:40;64831,22222;64830,71073
22:40;64838,22222;64836,17443
22:41;64879,22222;64868,22061
22:41;64798,22222;64803,02885
22:42;64844,22222;64842,75145
22:42;64863,22222;64862,07561
22:43;64845,22222;64846,96442
22:44;64821,22222;64824,46386
22:44;64832,22222;64831,50876
22:45;64890,22222;64877,79873
22:45;64868,22222;64868,69387
22:46;64802,22222;64814,10767
22:46;64791,22222;64792,18966
22:47;64775,22222;64776,80428
22:47;64895,22222;64880,53183
22:48;64817,22222;64818,68208
22:49;64819,22222;64819,202
22:49;64860,22222;64841,3236
22:50;64846,22222;64845,75065
22:50;64806,22222;64816,97956
22:51;64816,22222;64816,27944
22:51;64851,22222;64835,37155
22:52;64849,22222;64847,71396
22:53;64753,22222;64767,06094
22:53;64735,22222;64736,15551
22:54;64816,22222;64810,63599
22:54;64807,22222;64807,32984
22:55;64841,22222;64830,92352
22:55;64726,22222;64735,6263
22:56;64782,22222;64781,05817
22:57;64827,22222;64824,93095
22:57;64845,22222;64844,18162
22:58;64815,22222;64818,22351
22:58;64782,22222;64785,15402
22:59;64882,22222;64875,81354
22:59;64801,22222;64803,17499
23:00;64883,22222;64880,64249
23:00;64939,22222;64937,44464
23:01;64896,22222;64897,89179
23:02;64841,22222;64844,40937
23:02;64948,22222;64943,77375
23:03;64931,22222;64931,5232
23:03;64860,22222;64870,5914
23:04;64839,22222;64840,41827
23:04;64802,22222;64804,94446
23:05;64869,22222;64865,23434
23:06;64864,22222;64864,26107
23:06;64807,22222;64831,48452
23:07;64989,22222;64978,48099
23:07;64857,22222;64859,21889
23:08;64867,22222;64867,06115
23:08;64835,22222;64841,44468
23:09;64879,22222;64876,08746
23:10;64847,22222;64849,05213
23:10;64855,22222;64854,73832
23:11;64884,22222;64877,19564
23:11;64818,22222;64823,71088
23:12;64882,22222;64879,7111
23:12;64903,22222;64902,25696
23:13;64864,22222;64867,68708
23:13;64917,22222;64914,07451
23:14;64871,22222;64873,31345
23:15;64859,22222;64859,99411
23:15;64861,22222;64861,05336
23:16;64644,22222;64739,06542
23:16;64963,22222;64958,77094
23:17;64825,22222;64826,70837
23:17;64849,22222;64848,81149
23:18;64896,22222;64891,84167
23:19;64860,22222;64861,87599
23:19;64838,22222;64839,91978
23:20;64849,22222;64848,35371
23:20;64893,22222;64884,72473
23:21;7282,222222;10803,36814
23:21;142,2222222;142,7150071
23:22;156,2222222;156,2190562
23:22;74,22222222;85,30080164
23:23;155,2222222;152,9094088
23:24;96,22222222;98,17625436
23:24;183,2222222;179,6576675
23:25;88,22222222;90,86863958
23:25;157,2222222;155,4521641
23:26;54,22222222;57,86270525
23:26;104,2222222;103,0914974
23:27;101,2222222;101,3153733
23:28;49,22222222;68,80157308
23:28;93,22222222;91,55296697
23:29;146,2222222;141,2667973
23:29;51,22222222;55,35367605
23:30;112,2222222;110,656431
23:30;98,22222222;98,73830222
23:31;168,2222222;157,8911878
23:32;104,2222222;106,3258587
23:32;121,2222222;120,5627098
23:33;154,2222222;149,8225546
23:33;78,22222222;83,49733718
23:34;98,22222222;97,7047682
23:34;180,2222222;169,4325677
23:35;91,22222222;93,78143081
23:36;156,2222222;154,2847359
23:36;129,2222222;130,1798926
23:37;190,2222222;185,0478214
23:37;69,22222222;74,07640421
23:38;167,2222222;165,2124588
23:38;44,22222222;47,37031692
23:39;143,2222222;141,2704757
23:39;146,2222222;146,0969874
23:40;89,22222222;103,7856531
23:41;122,2222222;121,2346444
23:41;128,2222222;127,4393907
23:42;135,2222222;133,4411996
23:42;120,2222222;123,3908095
